corp_code,corp_name,rcept_no,year,fs_type,status,extract_method,n_tables,input_tokens,output_tokens,DBO,PlanAsset,NetDBO,ServiceCost,InterestCost,InterestIncome,NetInterest,BenefitPayment,ActuarialGL,ActuarialGL_Financial,ActuarialGL_Demographic,ActuarialGL_Experience,RetirementBenefitCost,ExpectedContribution,DCPlanCost,SensitivityDR_1pct,SensitivitySG_1pct,DiscountRate_Min,DiscountRate_Max,DiscountRate_Mid,SalaryGrowth_Min,SalaryGrowth_Max,SalaryGrowth_Mid,Duration_Min,Duration_Max,Duration_Mid,SensitivityDR_1pct_down,SensitivitySG_1pct_down,DR_shock_raw,SG_shock_raw
00985686,큐브엔터,20180402004404,2017,OK|연결,부분(0/7),2,2318,350,부분(1/7),,,,,,,,,,,,,261978000.0,,,,,,,,,,,,,,,,,
00988364,SGA솔루션즈,20180330003628,2017,OK|연결,부분(0/7),1,1972,450,부분(0/7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00989619,알테오젠,20180330002025,2017,OK|연결,부분(0/7),1,2251,539,부분(0/7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00989664,코아스템켐온,20180813000231,2017,OK|연결,OK,10,6664,417,OK,5006226000.0,1438227000.0,3567999000.0,928812000.0,81871000.0,29218000.0,52653000.0,829232000.0,763232000.0,522120000.0,0.0,241112000.0,985429000.0,,3964000.0,-387093000.0,438748000.0,,,3.29,7.0,7.25,7.125,,,16.2,460826000.0,-377816000.0,1.0,1.0
00990165,아세아시멘트,20180330003033,2017,OK|연결,OK,8,6006,417,OK,45539408000.0,38381735000.0,7157673000.0,4369128000.0,892396000.0,730626000.0,161770000.0,1944717000.0,245277000.0,,,,4530898000.0,,,-3181300000.0,3533366000.0,2.5,2.8,2.65,4.0,4.73,4.365,,,,3652331000.0,-3147177000.0,1.0,1.0
00990262,피노텍,20180329001189,2017,OK|별도,부분(0/7),4,4988,511,부분(0/7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00990396,레드우즈,20180402002521,2017,OK|연결,OK,2,2596,354,OK,39301000.0,0.0,39301000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
00990819,아티스트스튜디오,20180402002489,2017,OK|연결,OK,8,6017,395,OK,174347000.0,,174347000.0,88257000.0,2409000.0,,2409000.0,28830000.0,59391000.0,28212000.0,,31179000.0,151075000.0,,,-8945000.0,10209000.0,,,2.82,,,5.83,,,,10629000.0,-8797000.0,1.0,1.0
00991191,앱클론,20180611000331,2017,OK|연결,OK,8,5141,398,OK,668177000.0,,668177000.0,174319000.0,11362000.0,,11362000.0,73083000.0,77140000.0,8078000.0,,69062000.0,185681000.0,,,-44718000.0,51798000.0,,,2.82,,,4.84,,,9.39,52467000.0,-45028000.0,1.0,1.0
00991225,더콘텐츠온,20180817000116,2017,OK|별도,부분(0/7),2,2524,353,부분(2/7),,,,,,,,,,,,,21776000.0,,21776000.0,,,,,,,,,,,,,,,
00991298,씨이랩,20180403002182,2017,OK|연결,부분(0/7),1,2244,350,부분(1/7),,,,,,,,52841000.0,,,,,,,,,,,,,,,,,,,,,,
00992543,LK삼양,20180618000248,2017,OK|연결,OK,7,5109,413,OK,6356853000.0,4729263000.0,1627590000.0,1135998000.0,153181000.0,127376000.0,25805000.0,1031917000.0,677129000.0,,,,1161803000.0,,,-396944000.0,457640000.0,2.7,2.97,2.835,2.99,5.0,3.995,,,,455391000.0,-405993000.0,1.0,1.0
00992808,디더블유미디어홀딩스,20180402005120,2017,OK|연결,OK,8,6310,400,OK,1488139000.0,283399000.0,1204740000.0,253336000.0,26956000.0,5273000.0,21683000.0,102428000.0,125017000.0,26350000.0,,151367000.0,,,,-94524000.0,107195000.0,,,2.92,,,3.22,,,,108527000.0,-95207000.0,1.0,1.0
00992871,종근당,20180402002615,2017,OK|연결,OK,10,6832,412,OK,34139316000.0,15747920000.0,18391396000.0,7143118000.0,736343000.0,150191000.0,586152000.0,5641966000.0,93393000.0,-2541521000.0,,93393000.0,7729271000.0,,5334294000.0,-929731000.0,982955000.0,,,3.01,,,5.43,,,,988632000.0,-933436000.0,,
00993931,동양파일,20180620000271,2017,OK|연결,부분(0/7),2,2684,350,부분(1/7),,,,,,,,,,,,,,,235918000.0,,,,,,,,,,,,,,,
00994994,나노,20180330000755,2017,OK|연결,OK,11,5753,404,OK,1130998000.0,1028051000.0,102947000.0,221710000.0,26138000.0,23908000.0,2230000.0,164675000.0,-25853000.0,-51112000.0,0.0,25853000.0,247848000.0,,,-90479840.0,-90000000.0,,,3.15,,,3.0,,,,90000000.0,8000000.0,1.0,1.0
00995993,DXVX,20200428000671,2017,OK|별도,OK,13,14135,404,OK,1513548000.0,3929536000.0,-2415988000.0,227887000.0,18260000.0,99477000.0,-81217000.0,157761000.0,492589000.0,-45488000.0,,538077000.0,,,,-141899000.0,141783000.0,,,2.82,,,3.66,,,9.44,120219000.0,-122315000.0,1.0,1.0
00997812,코미코,20180810000510,2017,OK|연결,OK,3,3688,384,OK,10690733000.0,1815151000.0,8875582000.0,1318351000.0,188211000.0,19287000.0,168924000.0,633199000.0,815444.0,687000.0,527000.0,815604000.0,,,,,,,,,,,,,,,,,,
01003040,케이사인,20180402003914,2017,OK|연결,부분(1/7),6,3399,359,부분(4/7),,,,,355097000.0,642385000.0,-287288000.0,,,,,,708239000.0,,,,,,,,,,,,,,,,,
01004553,엘에스아이앤디,20180330002501,2017,OK|연결,OK,12,5761,436,OK,238559000000.0,183191000000.0,55368000000.0,3434000000.0,9169000000.0,6912000000.0,2257000000.0,13077000000.0,-7775000000.0,,,-7775000000.0,,5038000000.0,4434000000.0,-26283000000.0,480000000.0,3.5,3.92,3.71,2.66,5.3,3.98,8.14,12.3,10.22,33926000000.0,-452000000.0,1.0,1.0
01006445,에스알,20180402002373,2017,OK|별도,OK,6,4652,401,OK,6153055000.0,,6153055000.0,2229712000.0,61634000.0,,61634000.0,266788000.0,1637414000.0,47637000.0,,1589777000.0,2291346000.0,,,-410456000.0,463406000.0,,,3.19,,,3.5,,,,469117000.0,-413436000.0,1.0,1.0
01008762,데브시스터즈,20180402004146,2017,OK|연결,OK,14,17651,406,OK,3519324000.0,3226720000.0,292604000.0,1252024000.0,45510000.0,65346000.0,-19836000.0,427611000.0,203906000.0,90478000.0,0.0,113428000.0,1297534000.0,,,-210072000.0,245221000.0,,,2.99,,,5.0,,,,252782000.0,-208414000.0,1.0,1.0
01009789,코스맥스,20180402004405,2017,OK|연결,OK,9,5836,392,OK,25488685226.0,5137980134.0,20350705092.0,4319857897.0,534900211.0,126459316.0,408440895.0,1853213252.0,59838275.0,,,,4728298792.0,500000000.0,,,,,,3.2,,,5.6,,,,,,,
01010110,더블유게임즈,20180605000381,2017,OK|연결,OK,13,5974,415,OK,6044096000.0,4123501000.0,1920595000.0,2244296000.0,149953000.0,111006000.0,38947000.0,1957098000.0,430177000.0,88343000.0,,518520000.0,,,,-216736000.0,251758000.0,3.05,3.41,3.23,4.0,5.0,4.5,,,,256535000.0,-217085000.0,1.0,1.0
01010642,지씨셀,20180402000981,2017,OK|별도,OK,9,6556,409,OK,7069017841.0,6064970587.0,1004047254.0,1459599448.0,134528854.0,120603840.0,13925014.0,360290507.0,50336271.0,357275146.0,,-374717014.0,1473524462.0,,,-539889596.0,632341630.0,,,3.02,,,5.77,,,9.18,633477629.0,-548849393.0,1.0,1.0
01011438,에이치엘사이언스,20180328000144,2017,OK|연결,부분(0/7),1,2039,350,부분(1/7),,,,,,,,,,,,,,,309805000.0,,,,,,,,,,,,,,,
01011562,우성아이비,20180402002106,2017,OK|연결,OK,13,7469,382,OK,2818080000.0,1865223000.0,952857000.0,590858000.0,72235000.0,56020000.0,16215000.0,144412000.0,407174000.0,,,,607073000.0,,,,,,,3.16,,,,,,,,,,
01013311,헥토이노베이션,20190322001134,2017,OK|연결,OK,20,7079,413,OK,2417834000.0,1281612000.0,1136222000.0,707429000.0,75820000.0,39330000.0,36490000.0,766813000.0,534747000.0,195910000.0,,362725000.0,743919000.0,135000000.0,388483000.0,-237324000.0,268373000.0,,,3.04,,,6.05,,,9.25,279244000.0,-233265000.0,1.0,1.0
01013694,인카금융서비스,20180330001782,2017,OK|별도,부분(1/7),5,2960,360,부분(4/7),,,1353484000.0,,,,,123594000.0,,,,,803000000.0,,803000000.0,,,,,,,,,,,,,,,
01014055,에스트래픽,20181008000366,2017,OK|연결,OK,9,6400,403,OK,2077672000.0,2442444000.0,-364772000.0,662858000.0,25287000.0,37361000.0,-12074000.0,281381000.0,168137000.0,-36855000.0,,184041000.0,650784000.0,,,-99224000.0,112798000.0,,,2.98,,,3.32,,,,112689000.0,-101136000.0,1.0,1.0
01014657,비즈니스온커뮤니케이션,20180402000714,2017,OK|별도,OK,13,5478,404,OK,1863190000.0,1579637000.0,283553000.0,333512000.0,39689000.0,29781000.0,9908000.0,137597000.0,-64450000.0,-61888000.0,0.0,-2562000.0,,,,-154941700.0,177203050.0,,,2.82,,,3.0,,,8.58,179457600.0,-154941700.0,1.0,1.0
01015726,미래테크놀로지,20180612000313,2017,OK|연결,OK,5,3691,371,OK,931404000.0,,931404000.0,,,,,,,,,,,,,92343000.0,-79216000.0,,,2.76,,,5.0,,,,-78615000.0,95151000.0,1.0,1.0
01018617,메디쎄이,20180402004159,2017,OK|연결,부분(0/7),1,1870,347,부분(0/7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01018802,엔솔바이오사이언스,20190329003307,2017,OK|연결,OK,1,2054,374,OK,11832000000.0,10029000000.0,1803000000.0,658000000.0,473000000.0,401000000.0,72000000.0,661000000.0,,,,,,,,,,,,,,,,,,,,,,
01020524,자이글,20180402001444,2017,OK|연결,부분(0/7),1,2152,350,부분(1/7),,,,,,,,,,,,,,,729530000.0,,,,,,,,,,,,,,,
01020843,원익피앤이,20180402001429,2017,OK|연결,부분(0/7),1,1906,627,부분(0/7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01021949,덱스터,20180612000385,2017,OK|연결,부분(0/7),4,3423,347,부분(0/7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01023822,메디젠휴먼케어,20180330003410,2017,OK|별도,부분(0/7),3,2749,356,부분(3/7),,,,,,,,57735000.0,,,,,26038000.0,,26038000.0,,,,,,,,,,,,,,,
01025644,강스템바이오텍,20180403001917,2017,OK|연결,OK,10,7147,389,OK,508803000.0,,508803000.0,113954000.0,4747000.0,,4747000.0,23562000.0,84774000.0,-14703000.0,,99477000.0,118701000.0,,,-3201100.0,3659600.0,,,,,,,,,,3771500.0,-3175300.0,1.0,1.0
01026616,유투바이오,20180330001174,2017,OK|별도,부분(3/7),8,6433,389,OK,,,3.0,,,4.9,,,,688292000.0,,688292000.0,223096000.0,16095000.0,,,,,,,,,,70131000.0,57669000.0,-65466000.0,,,1.0,1.0
01028164,광주은행,20180402003659,2017,OK|연결,OK,7,5520,415,OK,87023000000.0,90343000000.0,-3320000000.0,12495000000.0,2289000000.0,2322000000.0,-33000000.0,6420000000.0,-3491000000.0,-8970000000.0,-23000000.0,5502000000.0,,,,-8117000000.0,9662000000.0,,,4.27,,,4.95,,,,9540000000.0,-8354000000.0,1.0,1.0
01029394,에코마케팅,20180330002785,2017,OK|연결,부분(0/7),3,2818,350,부분(1/7),,,,,,,,,,,,,,,455640000.0,,,,,,,,,,,,,,,
01030132,경남은행,20180814002723,2017,OK|연결,OK,18,8779,414,OK,158259000000.0,145287000000.0,12972000000.0,20304000000.0,4013000000.0,4078000000.0,-65000000.0,6661000000.0,-221000000.0,7215000000.0,-950000000.0,-6486000000.0,,,,-16500000000.0,19501000000.0,,,3.25,,,5.48,,,,19530000000.0,-16776000000.0,1.0,1.0
01031229,한국비티비,20180402000558,2017,OK|연결,OK,8,10071,413,OK,964356000.0,456944000.0,507412000.0,223984000.0,13592000.0,6879000.0,6713000.0,91361000.0,85181000.0,-25495000.0,,110676000.0,230697000.0,,,-71910000.0,82914000.0,2.94,2.98,2.96,5.57,5.8,5.685,,,,84587000.0,-71960000.0,1.0,1.0
01031502,코아시아씨엠,20180712000027,2017,OK|연결,OK,8,5139,400,OK,175067808.0,536972.0,174530836.0,180723005.0,6948432.0,1141831.0,5806601.0,177193397.0,-125147564.0,,,,186529605.0,,166733111.0,-10394596.0,11776216.0,,,3.39,,,5.0,,,9.53,12081518.0,-10348399.0,1.0,1.0
01032404,콜마비앤에이치,20180621000043,2017,OK|연결,OK,8,5206,411,OK,5439515000.0,3661330000.0,1778185000.0,1172774000.0,66345000.0,60548000.0,5797000.0,393290000.0,179753000.0,189633000.0,217678000.0,-587064000.0,,569000000.0,,-342717545.0,402535910.0,,,2.86,,,4.97,,,6.79,397657445.0,-354224990.0,1.0,1.0
01032413,해성디에스,20180330002602,2017,OK|연결,OK,7,5720,414,OK,14398849000.0,14810960000.0,-412111000.0,5257996000.0,281756000.0,304173000.0,-22417000.0,1011469000.0,-285647000.0,-640107000.0,894000.0,353566000.0,5235579000.0,,245962000.0,-762634000.0,862440000.0,,,3.69,,,4.0,,,5.78,847788000.0,-776148000.0,1.0,1.0
01032486,두산밥캣,20180329001282,2017,OK|연결,OK,19,8337,424,OK,813576000.0,422192000.0,391384000.0,16183000.0,28684000.0,11206000.0,17478000.0,48101000.0,43867000.0,41506000.0,24000.0,2337000.0,31922000.0,25522000.0,9280000.0,-102654000.0,7565000.0,1.9,3.7,2.8,2.4,4.8,3.6,,,15.0,133898000.0,-6781000.0,1.0,1.0
01032583,강동씨앤엘,20180402002372,2017,OK|별도,OK,4,3885,380,OK,3817942000.0,2766834000.0,1051108000.0,535314000.0,100649000.0,67804000.0,32845000.0,622384000.0,25012000.0,,,,568159000.0,,,,,,,,,,,,,,,,,
01035289,스타에스엠리츠,20180402002263,2017,OK|별도,부분(0/7),1,2087,350,부분(1/7),,,,,,,,,,,,,,,34853000.0,,,,,,,,,,,,,,,
01035678,링크드,20180330002845,2017,OK|연결,OK,12,4826,383,OK,217147000.0,,217147000.0,169020000.0,1462000.0,,1462000.0,,44573000.0,4554000.0,,40019000.0,170482000.0,,134493000.0,,,,,2.98,,,5.0,,,,,,,
01036367,아크솔루션스,20180402003059,2017,OK|연결,OK,11,8623,406,OK,1249544000.0,1052212000.0,197332000.0,361895000.0,20157000.0,31599000.0,-11442000.0,111721000.0,197101000.0,28562000.0,168539000.0,168539000.0,350453000.0,,,-73277000.0,83108000.0,,,3.33,,,6.0,,,,86190000.0,-72284000.0,1.0,1.0
01036446,서연이화,20180402005166,2017,OK|연결,OK,11,16457,414,OK,54603304000.0,46342016000.0,8261288000.0,8230712000.0,1257382000.0,1000293000.0,257089000.0,4641680000.0,-4046675000.0,-3527886000.0,-101915000.0,-416874000.0,8487801000.0,,,,,2.93,3.37,3.15,3.55,5.61,4.58,,,,,,,
01037214,킵스파마,20180330004053,2017,OK|별도,OK,8,10353,382,OK,753641000.0,0.0,753641000.0,220548000.0,8825000.0,1803000.0,7022000.0,899694000.0,233610000.0,-8994000.0,0.0,242604000.0,,,85917000.0,,,,,,,,,,,,,,,
01037542,NPX,20170627000129,2017,OK|연결,OK,8,5435,402,OK,1005541000.0,710436000.0,295105000.0,212873000.0,24871000.0,20739000.0,4132000.0,85234000.0,197755000.0,24772000.0,,172983000.0,217005000.0,,,-47893000.0,105921000.0,,,2.91,,,4.93,,,,53366000.0,-95906000.0,1.0,1.0
01038693,드림시큐리티,20180611000535,2017,OK|연결,부분(1/7),5,3090,383,부분(4/7),,,,,,,,,,,,,,,977482000.0,,,,,,,,,,,,,,,
01042085,엑셈,20180330002195,2017,OK|연결,부분(0/7),11,7735,500,부분(0/7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01042359,지엘팜텍,20180330002530,2017,OK|별도,OK,11,9326,392,OK,1889523000.0,1678862000.0,210661000.0,,,,,168219000.0,66841000.0,52973000.0,0.0,13868000.0,,,,-98137000.0,109467000.0,,,2.66,,,4.17,,,5.66,110969000.0,-98739000.0,1.0,1.0
01042623,하나카드,20180402004478,2017,OK|연결,OK,27,29834,431,OK,47080697000.0,44454203000.0,2626494000.0,5517014000.0,987748000.0,1000629000.0,-12881000.0,1701345000.0,1496017000.0,-1139122000.0,-240519000.0,2875658000.0,5912818000.0,5776000000.0,,-3506432000.0,3921450000.0,,,2.8,2.98,10.29,6.635,,,9.79,3999043000.0,-3507885000.0,1.0,1.0
01042650,큐리언트,20180330003719,2017,OK|별도,OK,14,5756,409,OK,1200422000.0,1242515000.0,-42093000.0,297169000.0,12632000.0,41377000.0,-28745000.0,66205000.0,411074000.0,57387000.0,,353687000.0,309801000.0,209951000.0,,-35768000.0,40814000.0,,,3.43,,,5.0,,,9.71,41860000.0,-35621000.0,1.0,1.0
01042711,글로벌텍스프리,20180402004552,2017,OK|연결,OK,6,3258,374,OK,213697000.0,,213697000.0,99987000.0,3901000.0,,3901000.0,31244000.0,6909000.0,,,,,,596000000.0,,,,,2.94,,,,,,,,,,
01042775,HL만도,20180814002255,2017,OK|연결,OK,8,5602,421,OK,274554491000.0,213862121000.0,60692370000.0,31611148000.0,7838389000.0,4213049000.0,3625340000.0,15129290000.0,-4733734000.0,11222164000.0,0.0,-6488430000.0,47287926000.0,,,-23786200000.0,27965400000.0,,,3.8,,,4.0,,,10.2,27989400000.0,-24322600000.0,1.0,1.0
01042979,휴마시스,20180622000183,2017,OK|연결,OK,7,4959,399,OK,1179314000.0,162367000.0,1016947000.0,298835000.0,27199000.0,7684000.0,19515000.0,97795000.0,79687000.0,,,,318350000.0,,,,,,,3.11,,,4.52,,,,,,1.0,1.0
01043844,에스케이어드밴스드,20180330003150,2017,OK|별도,OK,14,6742,408,OK,2473951000.0,2173750000.0,300201000.0,570956000.0,55898000.0,55062000.0,836000.0,56159000.0,249840000.0,112782000.0,-6027000.0,111857000.0,571792000.0,,7795000.0,-179563000.0,208271000.0,,,3.4,,,3.5,,,,206870000.0,-184107000.0,1.0,1.0
01043853,베노티앤알,20180330001400,2017,OK|연결,OK,11,5495,407,OK,1740391000.0,446668000.0,1293723000.0,545678000.0,23595000.0,10362000.0,13233000.0,173475000.0,327186000.0,75575000.0,0.0,251611000.0,568873000.0,,,-156660000.0,177480000.0,,,3.07,,,8.59,,,9.95,186180000.0,-151380000.0,1.0,1.0
01046203,스튜디오산타클로스엔터테인먼트,20180330000545,2017,OK|연결,OK,12,7002,385,OK,658956000.0,222647000.0,436309000.0,,,481000.0,,420371000.0,73234000.0,,,,256379000.0,,,-31508000.0,36811000.0,,,3.35,,,5.0,,,,37801000.0,-31357000.0,1.0,1.0
01046391,싸이토젠,20180402004544,2017,OK|별도,OK,8,6377,404,OK,345592566.0,188320555.0,157272011.0,119795809.0,7691387.0,3408336.0,4283051.0,68099854.0,-5063979.0,-6438397.0,,1502209.0,124078860.0,63000000.0,,-15894000.0,18351000.0,,,3.07,,,5.0,,,,18675000.0,-15594000.0,1.0,1.0
01047169,지란지교시큐리티,20220316001145,2017,OK|연결,부분(2/7),11,9634,390,OK,,,3.04,,,3.27,,,9.5,1810307088.0,904266603.0,906040485.0,435879209.0,48778563.0,18373511.0,,,,,,,,,,,,,,,
01047415,정다운,20180402003107,2017,OK|연결,OK,9,5555,391,OK,2130817000.0,1211421000.0,919396000.0,508278000.0,45650000.0,22192000.0,23458000.0,418196000.0,-4033000.0,134072000.0,,-130039000.0,538139000.0,,,,,,,2.9,,,3.84,,,,,,,
01047451,셀바스헬스케어,20180330001664,2017,OK|연결,부분(0/7),3,2860,350,부분(1/7),,,,,,,,,,,,,,,601615000.0,,,,,,,,,,,,,,,
01047707,포톤,20180330001397,2017,OK|연결,부분(0/7),5,3710,350,부분(1/7),,,,,,,,,,,,,,,285357000.0,,,,,,,,,,,,,,,
01047840,미스터블루,20180330001373,2017,OK|연결,부분(0/7),1,2709,347,부분(0/7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01049167,롤링스톤,20180330000899,2017,OK|별도,OK,11,6722,413,OK,1384806000.0,3633000.0,1381173000.0,221510000.0,16302000.0,91000.0,16211000.0,177543000.0,54823000.0,-41000.0,7458000.0,47406000.0,237744000.0,,23000.0,,,,,3.14,,,3.98,,,7.85,,,1.0,1.0
01049422,썸에이지,20180607000395,2017,OK|연결,OK,4,2878,373,OK,196868000.0,0.0,196868000.0,70937000.0,2985000.0,0.0,2985000.0,,851000.0,-5702000.0,0.0,6553000.0,,,,,,,,,,,,,,,,,,
01051092,피씨엘,20180611000169,2017,OK|연결,부분(0/7),1,2121,350,부분(1/7),,,,,,,,,,,,,,,237247000.0,,,,,,,,,,,,,,,
01051472,젠큐릭스,20181129000896,2017,OK|연결,부분(0/7),1,1891,347,부분(0/7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01053540,퓨쳐켐,20180608000361,2017,OK|연결,부분(0/7),2,2631,526,부분(0/7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01054123,엠텍비젼,20180402002633,2017,OK|연결,OK,1,2038,356,OK,746655670.0,563467959.0,183187711.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
01055317,비엔디생활건강,20180402000966,2017,OK|연결,OK,10,7940,398,OK,280392000.0,58493000.0,221899000.0,100283000.0,5827000.0,,5827000.0,13771000.0,-22501000.0,-22501000.0,,,,,4950000.0,-26088000.0,8176000.0,,,2.08,,,5.0,,,10.0,29011000.0,-7504000.0,1.0,1.0
01058101,라파스,20190408000557,2017,OK|별도,OK,5,4951,389,OK,226473000.0,,226473000.0,90511000.0,3262000.0,,3262000.0,,41821000.0,-6272000.0,,48093000.0,,,,-15109370.0,17491410.0,,,4.18,,,3.82,,,,16902210.0,-15880740.0,1.0,1.0
01059605,디와이파워,20180330003663,2017,OK|연결,OK,1,2079,351,OK,18992904000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01060735,로지스몬,20181121000271,2017,OK|연결,부분(0/7),1,1834,347,부분(0/7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01060744,한솔제지,20180607000303,2017,OK|연결,OK,8,6005,405,OK,58002000000.0,41462000000.0,16540000000.0,6721000000.0,1430000000.0,1005000000.0,425000000.0,6554000000.0,87000000.0,2334000000.0,-160000000.0,-2261000000.0,7238000000.0,,104000000.0,,,,,3.1,,,2.82,,,,,,,
01060814,삼양패키징,20180612000249,2017,OK|연결,OK,16,7369,410,OK,14293383000.0,11515490000.0,2777893000.0,2301223000.0,259208000.0,185684000.0,73524000.0,309368000.0,199150000.0,-346828000.0,,545978000.0,2437616000.0,2980000000.0,,-803088000.0,792685000.0,,,2.8,,,4.0,,,,897423000.0,-725435000.0,1.0,1.0
01061327,클래시스,20180604000359,2017,OK|연결,부분(0/7),1,2659,347,부분(0/7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01061497,FSN,20180402004839,2017,OK|연결,OK,8,5911,415,OK,1385940000.0,1186592000.0,199348000.0,478620000.0,18774000.0,14486000.0,4288000.0,136551000.0,4694000.0,-2964000.0,,7658000.0,453533000.0,,,-147321000.0,175718000.0,3.22,3.23,3.225,3.63,4.29,3.96,,,,175902000.0,-148838000.0,1.0,1.0
01061558,덕산네오룩스,20180402003690,2017,OK|별도,OK,15,6434,407,OK,4197380000.0,4202845000.0,-5465000.0,780106000.0,71743000.0,93861000.0,-22118000.0,484418000.0,-353038000.0,-200223000.0,0.0,-152815000.0,,545000000.0,,-317413000.0,373434000.0,,,3.25,,,5.87,,,11.18,379838000.0,-318491000.0,1.0,1.0
01062177,제놀루션,20180628000094,2017,OK|연결,부분(0/7),1,2201,485,부분(0/7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01062867,디알텍,20180330002440,2017,OK|연결,OK,6,3771,382,OK,2775985000.0,984630000.0,1791355000.0,747940000.0,67043000.0,25758000.0,41285000.0,404452000.0,255614000.0,75321000.0,,180293000.0,,,,,,,,,,,,,,,,,,
01063556,질경이,20180629000515,2017,OK|연결,부분(0/7),8,14618,530,부분(0/7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01063954,수젠텍,20181029000146,2017,OK|연결,부분(0/7),3,2642,356,부분(3/7),,,,,,,,48242000.0,,,,,33135000.0,,33135000.0,,,,,,,,,,,,,,,
01063990,로보로보,20180330001042,2017,OK|연결,부분(0/7),1,2583,347,부분(0/7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01064069,토박스코리아,20180402000459,2017,OK|별도,부분(0/7),2,2638,347,부분(0/7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01064272,한국투자캐피탈,20180402003841,2017,OK|연결,부분(0/7),1,2399,347,부분(0/7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01065013,우정바이오,20180618000215,2017,OK|연결,부분(2/7),1,2134,353,부분(2/7),,,,,,,,,,,,,,,,,,,,3.29,,,5.32,,,,,,,
01065679,이노인스트루먼트,20180402005175,2017,OK|연결,OK,13,14152,408,OK,752193000.0,583824000.0,168369000.0,390871000.0,19760000.0,27573000.0,-7813000.0,119187000.0,410121000.0,312280000.0,0.0,97841000.0,383058000.0,258378000.0,,-54157856.0,61679926.0,,,3.2,,,2.9,,,8.6,61679926.0,-54909929.0,1.0,1.0
01065785,노브메타파마,20190122000236,2017,OK|연결,OK,19,27462,407,OK,317259000.0,245323000.0,71936000.0,123940000.0,7408000.0,4430000.0,2978000.0,26766000.0,8487000.0,-3149000.0,,11636000.0,131348000.0,,3639000.0,-5313000.0,7848000.0,,,2.84,,,2.0,,,5.58,5913000.0,-6806000.0,1.0,1.0
01066058,파마리서치바이오,20180621000016,2017,OK|연결,부분(0/7),14,7788,575,부분(0/7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01067242,비엘사이언스,20200511000671,2017,OK|연결,OK,14,19008,402,OK,527144000.0,578218000.0,-51074000.0,223358000.0,2754000.0,5521000.0,-2767000.0,22111000.0,-8257000.0,6329000.0,0.0,-14586000.0,220590000.0,,,-18216000.0,20802000.0,,,2.96,,,4.76,,,,21388000.0,-18105000.0,1.0,1.0
01067437,팍스넷경제티브이,20180402004391,2017,OK|별도,OK,1,2200,356,OK,303183000.0,107807000.0,195376000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
01067516,골프존,20180402004556,2017,OK|연결,부분(0/7),1,2194,446,부분(0/7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01067808,넵튠,20180402003729,2017,OK|연결,OK,13,5325,412,OK,2361132000.0,,2361132000.0,905611000.0,37288000.0,,37288000.0,291190000.0,186012000.0,95961000.0,,281973000.0,942899000.0,,,-186179000.0,217765000.0,3.18,3.22,3.2,3.42,4.1,3.76,,,9.45,217107000.0,-190065000.0,1.0,1.0
01068296,제이니몹,20180329001004,2017,OK|연결,부분(0/7),7,3128,347,부분(0/7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01068348,러셀,20180330001335,2017,OK|연결,부분(0/7),1,3209,347,부분(0/7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01068658,선샤인푸드,20180330003182,2017,OK|연결,OK,9,10542,417,OK,2572431000.0,924435000.0,1647996000.0,1160495000.0,26293000.0,14664000.0,11629000.0,528385000.0,160579000.0,48188000.0,8791000.0,199976000.0,1172125000.0,300000000.0,19669000.0,-45622000.0,47453000.0,,,2.31,,,5.22,,,1.9,47947000.0,-46002000.0,1.0,1.0
01070149,올리패스,20180330004033,2017,OK|연결,OK,12,11639,409,OK,1491045000.0,986952000.0,504093000.0,493795000.0,33430000.0,22570000.0,10860000.0,52806000.0,161833000.0,-215089000.0,0.0,53920000.0,504655000.0,,,-68206000.0,81936000.0,3.32,3.35,3.335,,,3.0,,,,79846000.0,-71015000.0,1.0,1.0
