법인코드,법인명,접수번호,결산연도,처리상태,발췌테이블수,입력토큰,출력토큰,확정급여채무,사외적립자산,순확정급여부채,당기근무원가,이자비용,이자수익,순이자비용,급여지급액,보험수리적손익,퇴직급여비용합계,예상기여금,확정기여제도비용,할인율_최소,할인율_최대,할인율_중간,임금상승률_최소,임금상승률_최대,임금상승률_중간,듀레이션_최소,듀레이션_최대,듀레이션_중간
00820352,파인텍,20250320001250,2024,OK,9,14650,270,3188274000,2449289000,738985000,392670000,104741000,105187000,-446000,230197000,95393000,,,,,,,,,,,,8.8
00820389,한울비앤씨,20250320001222,2024,OK,5,11670,266,215597467,17247058,198350409,87952219,3059080,,3059080,35912048,15347926,91011299,,,,,,,,,,,
00821218,엑스엘게임즈,20250327001207,2024,OK,10,12430,268,16660537000,,16660537000,3216139000,527013000,,527013000,2700345000,2535120000,,,,,,,,,,,,8.8
00821607,알톤,20250317001022,2024,부분(0/7),5,9338,242,,,,,,,,,,,,372595000,,,,,,,,,
00824473,광주시민프로축구단,20250328001949,2024,퇴직연금없음,,,,,,,,,,,,,,,,,,,,,,,,
00825223,화신정공,20250317000290,2024,OK,10,11666,276,9505737000,13611118000,-4105381000,972623000,445243000,691269000,-246026000,236720000,96567000,1418866000,,,,,,,,,,,13.101
00825959,하이비젼시스템,20250320000986,2024,OK,9,12956,278,9791323000,9028377000,762946000,2002695000,408826000,424022000,-15196000,1201651000,51504000,2925948000,,1938000000,,,,,,,,,
00826435,팜한농,20250314001515,2024,OK,12,15009,284,52630000000,45680000000,6950000000,4126000000,2218000000,1717000000,501000000,7160000000,1819000000,4626000000,,988000000,,,,,,,,,5.505
00828497,한미약품,20250318001206,2024,OK,6,9277,291,184562157000,198315780000,-13753623000,19071384000,7717360000,9115416000,-1398056000,9129224000,14992651000,,38466904000,511522000,,,,,,,6.87,8.04,7.455
00828761,레이,20250325000745,2024,부분(3/7),3,3574,254,6155688000,3346933000,2808755000,,,,,,,,,,,,,,,,,,8.87
00828789,대성산업,20250320001121,2024,OK,10,12063,285,57030653000,40334050000,16696603000,6122725000,1526639000,1763249000,-236610000,5957908000,1696134000,7304557000,6819971000,,,,,,,,,,7.49
00830447,수프로,20240620000176,2024,OK,13,13756,277,1788453000,134925000,1653528000,144998000,40483000,5417000,35066000,3414000,121953000,180064000,,,,,4.56,,,6.68,,,
00831428,옵투스제약,20250317000641,2024,OK,11,14677,288,5277770000,6531586000,-1253816000,1136125000,202657000,222343000,-19686000,1410238000,623535000,1116438000,1234824000,,,,3.54,,,6.76,,,10.32
00831978,세명테크,20250331002543,2024,부분(4/7),4,8553,263,131264030,,131264030,22521132,5059968,,5059968,15029338,1257370,28838470,,,,,,,,,,,
00832700,에이펙스인텍,20250318000385,2024,퇴직연금없음,,,,,,,,,,,,,,,,,,,,,,,,
00838500,엘브이엠씨,20250425000879,2024,퇴직연금없음,,,,,,,,,,,,,,,,,,,,,,,,
00838652,에이플러스라이프,20250328000221,2024,OK,13,13592,288,836272000000,945746000000,-109474000000,189017000000,32344000000,31877000000,467000000,106335000000,72878000000,189484000000,,412614000000,,,3.793,,,4.18,,,
00842585,네이블,20250311001128,2024,퇴직연금없음,,,,,,,,,,,,,,,,,,,,,,,,
00844936,BNK캐피탈,20250331003677,2024,OK,5,8474,279,26019832000,21732231000,4287601000,2781477000,930797000,946988000,-16191000,1450976000,2053291000,,2715000000,,,,,,,,,,11.7
00852078,에스케이지오센트릭,20250318001016,2024,OK,10,14344,290,95130000000,96121000000,-991000000,10390000000,3723000000,3648000000,75000000,28065000000,2034000000,10465000000,,4333000000,,,,,,,6.7,14.0,10.35
00852096,노바셀테크놀로지,20250320001008,2024,OK,10,12074,263,739216000,,739216000,197809000,27701000,,27701000,3689000,-142255000,,,,,,,,,,,,8.6
00852175,SK에너지,20250318000950,2024,OK,10,12772,291,201676000000,206593000000,-4917000000,20244000000,7596000000,7869000000,-273000000,41454000000,12673000000,19841000000,17381000000,,,,,,,,3.6,5.8,4.7
00854207,에너솔라,20250331000992,2024,퇴직연금없음,,,,,,,,,,,,,,,,,,,,,,,,
00855093,선진,20250318001380,2024,OK,9,14452,282,39000740000,36739312000,2261428000,4900206000,1407411000,1473997000,-66586000,4504220000,1486581000,4833620000,4917000000,,,,,,,,,,
00855163,미원화학,20250310000394,2024,OK,4,10812,266,8410329160,43361487,8366968673,810295000,,,264191000,651485000,2082912000,,,,,,,,,,,,10.57
00857480,사람인,20250314001754,2024,부분(4/7),8,13478,266,,,316866672,112447000,11705000,,11705000,23242000,46583000,169374000,,,,,3.56,,,2.0,,,
00857550,카페베네,20250331000126,2024,부분(0/7),3,4204,239,,,,,,,,,,,,,,,,,,,,,
00858364,BNK금융지주,20250318001176,2024,OK,5,12065,282,730305000000,835747000000,-105442000000,53932000000,29609000000,37699000000,-8090000000,19910000000,25806000000,45842804188,,,,,,,,,,,9.4
00860730,에이리츠,20250314000900,2024,OK,12,15183,272,1212940000,0,1212940000,154868000,,,54309000,47414000,378434000,209177000,,,,,3.59,,,4.76,,,4.48
00861076,케이탑리츠,20250312000670,2024,부분(0/7),3,8527,245,,,,,,,,,,232737000,,232737000,,,,,,,,,
00861100,아이케이세미콘,20250321000195,2024,OK,12,16352,271,1451693000,1306830000,144863000,142360000,15959000,52332000,-36373000,41319000,140186000,105987000,,,,,,,,,,,
00861997,휴먼테크놀로지,20250320001171,2024,부분(3/7),6,13665,260,600844000,176049000,424795000,,,16796000,,97518000,-40212000,353032000,,,,,,,,,,,
00862853,플레이디,20250320000997,2024,OK,8,13121,276,6591814000,6204654000,387160000,1321458000,247968000,235328000,12640000,544730000,-157772000,1334098000,,531122000,,,,,,,,,
00863038,캐리,20250326000865,2024,OK,8,15243,273,767164000,826784000,-59620000,383719000,117591000,111138000,6453000,1676179000,-195172000,501310000,,,,,,,,,,,9.57
00866062,엘티씨,20250328001821,2024,부분(3/7),9,13683,264,10855933000,9311349000,1544584000,,,,,856346000,207110000,1463968000,,875000000,,,,,,,,,
00867973,서남,20250318000674,2024,OK,7,12401,273,1595145724,799654776,795490948,208792787,34199421,36539216,-2339795,65491649,39267641,242992208,,,,,,,,,,,8.33
00868705,윈스테크넷,20250319000670,2024,부분(1/7),3,4509,250,,,,,132820000,3212669000,-3079849000,,,,,,,,,,,,,,
00869272,서전기전,20250319000540,2024,OK,10,14072,279,1249575000,897018000,352557000,278806000,41125000,19794000,21331000,55955000,-53561000,299253000,,413681000,,,3.38,,,4.0,,,
00869500,바디프랜드,20250331001790,2024,OK,9,13929,278,18733406000,17461035000,1272371000,3552276000,654572000,695408000,-40836000,2863152000,813939000,4257322000,,,,,,,,,,,6.3
00871772,오일허브코리아여수,20250331003051,2024,OK,9,14005,277,4491495000,4996968000,-505473000,461648000,187976000,227617000,-39641000,77597000,-34272000,422006604,210000000,,,,,,,,,,8.61
00874803,AP위성,20250319000342,2024,OK,12,13161,282,8335302000,9024534000,-689232000,949064000,400942000,405556000,-4614000,2733348000,332505000,1020281000,,12401000,,,4.34,,,5.0,,,
00875237,씨앤투스,20250313000804,2024,OK,11,12436,274,3447059000,3652895000,-205836000,829052000,78074000,179515000,-101441000,933014000,99710000,827321000,,,,,,,,,,,9.1
00875307,야스,20250321001575,2024,부분(4/7),6,13663,257,378657000,,378657000,64387000,10037000,,10037000,22059000,,,,,,,,,,,,,
00876166,KBG,20250314001408,2024,OK,9,16798,270,1657451909,1082880142,574571767,316339047,38015465,38632834,-617369,176866102,52657476,315721678,,,,,,,,,,,
00876209,미래엔에듀파트너,20250321001365,2024,퇴직연금없음,,,,,,,,,,,,,,,,,,,,,,,,
00876865,네오오토,20250320001681,2024,OK,10,14054,274,3323596000,3625264000,-301668000,291492000,122337000,148211000,-25874000,119100000,173631000,,293297000,,,,,,,,,,9.75
00876908,모트렉스,20250320000922,2024,퇴직연금없음,,,,,,,,,,,,,,,,,,,,,,,,
00877174,엠브레인,20240919000168,2024,부분(0/7),3,7703,550,,,,,,,,,,,,,,,,,,,,,
00877819,데이타솔루션,20250312000588,2024,퇴직연금없음,,,,,,,,,,,,,,,,,,,,,,,,
00878696,에스케이바이오팜,20250318001091,2024,OK,10,11063,282,20552516000,22664844000,-2112328000,2972225000,770087000,832046000,-61959000,1126995000,912593000,2910266000,2997000000,,,,,,,,,,6.48
00878915,iM금융지주,20250318000693,2024,부분(0/7),3,17009,239,,,,,,,,,,,,,,,,,,,,,
00879020,유니트론텍,20250319000602,2024,OK,8,14873,281,9120631000,6730828000,2389803000,1125731000,342930000,218679000,124251000,386954000,658586000,1468661000,1680000000,296629000,,,,,,,,,
00883980,아이디스,20250318000701,2024,부분(3/7),8,13263,258,5463526000,6521946000,-1058420000,,,283041000,,1524596000,,,,,,,,,,,,,
00886792,루켄테크놀러지스,20250321001653,2024,OK,9,13191,285,2348705000000,684776000000,1663929000000,500452000000,91012000000,11288000000,79724000000,454046000000,97231000000,591464000000,0,,,,,,,,,,8.6
00890652,솔젠트,20250331002947,2024,OK,12,12753,286,1232874000,1542334000,-309460000,233744000,54955000,101003000,-46048000,616845000,326109000,288699000,187696000,16062000,,,4.12,,,3.72,,,10.2
00892526,디케이앤디,20250318000499,2024,OK,6,11116,272,5058494000,2921916000,2136578000,560649000,206225000,119719000,86506000,260364000,156303000,,,,,,,,,,,,6.214
00895985,파주에너지서비스,20250331002085,2024,OK,14,12492,283,2287705000,2390008000,-102303000,346827000,88133000,98130000,-10000000,482048000,-121487000,434973000,312565000,,,,3.93,,,4.35,,,7.2
00896559,삼척블루파워,20250328001076,2024,OK,10,11791,275,3003921000,2902594000,101327000,755214000,141964000,114502000,27462000,1001622000,-214768000,304634000,,,,,,,,,,,7.7
00899459,레이언스,20250317000629,2024,OK,12,14509,274,11863877000,8919644000,2944233000,1567135000,352161000,414483000,-62322000,740095000,27300000,1504813000,,,,,,,,,,,
00899556,제룡산업,20250317000547,2024,퇴직연금없음,,,,,,,,,,,,,,,,,,,,,,,,
00903503,GS에너지,20250317000855,2024,OK,8,13882,281,60765000000,66913000000,-6148000000,6476000000,2303000000,2534000000,-231000000,8175000000,2086000000,6245000000,,,,,,,,,,,6.62
00904663,롯데오토리스,20250328001423,2024,OK,14,14517,286,2988911000,3337451000,-348540000,471615000,124543000,184238000,-59695000,159141000,32865000,411920000,406015000,458024000,,,4.56,,,4.8,,,9.39
00904672,넷마블,20250321001686,2024,부분(3/7),6,12002,263,104646852000,99745157000,4901695000,,,,,,,,,15278000,,,,,,,3.64,11.08,7.36
00905583,대우산업개발,20250331003854,2024,OK,8,10781,276,13845851000,1781634000,12064217000,1199250000,270416000,95151000,175265000,1430815000,1198661000,1374516000,,,,,,,,,,,
00907323,자일자동차,20250331001315,2024,OK,10,10623,278,6717000000,5138000000,1579000000,1180000000,272000000,248000000,24000000,2988000000,490000000,1204000000,,,,,,,,,,,6.93
00908021,농협금융지주,20250331003837,2024,OK,8,14505,298,2891241000000,2692242000000,198999000000,276673000000,106108000000,105327000000,781000000,265360000000,228464000000,,277756000000,,3.2,3.83,3.515,,,,5.4,9.5,7.45
00909349,농협생명보험,20250331003065,2024,OK,8,13474,278,137234000000,110659000000,26575000000,10898000000,4679000000,4281000000,398000000,12415000000,12465000000,11430000000,,,,,,,,,,,
00910202,대동고려삼,20240920000114,2024,퇴직연금없음,,,,,,,,,,,,,,,,,,,,,,,,
00911229,라온로보틱스,20250318000672,2024,OK,9,13801,271,5009759000,974291000,4035468000,838135000,110849000,44655000,66194000,546334000,190953000,948984000,,,,,,,,,,,
00915492,홈앤쇼핑,20250327000560,2024,OK,9,13541,289,22692180000,32052091000,-9359911000,2922627000,1014710000,1459638000,-444928000,2924253000,950897000,2490621000,,12922000,,,,,,,6.1,10.1,8.1
00916516,흥국에프엔비,20250318000539,2024,OK,7,11710,275,13573246000,12455416000,1117830000,1394030000,374723000,405912000,-31189000,828658000,2644732000,1783667000,,,,,,,,,,,
00916826,드림씨아이에스,20250321000519,2024,부분(4/7),7,12845,264,122439000,,122439000,21709000,5507000,,5507000,,-35144000,,,2165146000,,,,,,,,,6.66
00918222,엘앤케이바이오,20250317000738,2024,OK,7,5722,265,3540132000,483224000,3056908000,543808000,45520000,,45520000,467175000,627670000,,,,,,,,,,,,
00920379,티엘비,20250320000811,2024,OK,8,12408,274,5821442000,7355680000,-1534238000,1307520000,155400000,313293000,-157893000,1118919000,148395000,,,,,,,,,,,,9.08
00922702,제이티비씨,20250428000728,2024,OK,13,14092,298,20721155000,,20721155000,2769827000,1029223000,,1029223000,2885311000,1259844000,3799050000,,,5.11,5.11,5.11,4.75,4.75,4.75,10.94,10.94,10.94
00925295,에프엔씨엔터,20250318000973,2024,OK,6,12233,269,7274107760,5590883623,1683224137,924375986,139270831,264445969,-125175138,501728416,222812164,,,,,,,,,,,,
00925587,위드텍,20250314000933,2024,퇴직연금없음,,,,,,,,,,,,,,,,,,,,,,,,
00926522,테고사이언스,20250319000640,2024,퇴직연금없음,,,,,,,,,,,,,,,,,,,,,,,,
00927512,세미솔루션,20250331001028,2024,OK,13,15483,271,1028046674,,1028046674,112894000,37556000,,37556000,5530000,-6139000,150450000,,,,,3.24,,,3.0,,,
00929228,엔에스컴퍼니,20250321000819,2024,부분(3/7),3,6548,257,6268593259,3834241442,2432754817,,,,,,-419285620,,,,,,,,,,,,7.2
00933504,메리츠캐피탈,20250331003471,2024,퇴직연금없음,,,,,,,,,,,,,,,,,,,,,,,,
00935821,넷마블네오,20250331002820,2024,OK,10,13389,280,15632932000,17143219000,-1510287000,2784421000,464534000,568642000,-104108000,1073417000,2265609000,2680313000,3349000000,,,,,,,,,,
00936361,지에스엘,20250317000975,2024,퇴직연금없음,,,,,,,,,,,,,,,,,,,,,,,,
00937324,한국타이어앤테크놀로지,20250318001355,2024,OK,6,12842,289,586887395000,484651576000,102235819000,51374864000,23900357000,24321666000,-421309000,34581710000,51405959000,74270348000,150283138000,5016519000,,,,,,,,,8.65
00938688,SBI핀테크솔루션즈,20240626000045,2024,퇴직연금없음,,,,,,,,,,,,,,,,,,,,,,,,
00939289,나래에너지서비스,20250331002115,2024,OK,15,11342,292,24383405000,28560525000,-4177120000,3533529000,938737000,1093905000,-155168000,1343101000,350711000,3378360000,3673579000,32761000,,,4.13,,,4.55,,,10.79
00939331,한국콜마,20250318001173,2024,OK,5,11867,288,175359784000000,196602575000000,-21242791000000,19869465000000,6382318000000,7293474000000,-911156000000,15679748000000,11673568000000,18958308000000,,,,,,,,,,,
00939429,삼보컴퓨터,20250331000908,2024,퇴직연금없음,,,,,,,,,,,,,,,,,,,,,,,,
00939687,동일고무벨트,20250312000762,2024,OK,13,13295,282,18097398000,20021189000,-1930158000,1381782000,691064000,815134000,-124070000,770759000,3370656000,1257712000,,1920110000,,,,,,,,,8.03
00939942,포시에스,20240913000758,2024,부분(4/7),6,8604,257,127264000,,,18914000,5990000,,,19000000,4902000,,,605017000,,,,,,,,,
00941549,강남터미널지하쇼핑몰,20250317000020,2024,퇴직연금없음,,,,,,,,,,,,,,,,,,,,,,,,
00942131,앤디포스,20250321001490,2024,부분(1/7),2,2014,245,130974000,,130974000,,,,,,,,,,,,,,,,,,
00956930,동아에스티,20250321001967,2024,OK,9,10964,285,141441545000,151534709000,-10093163000,11245886000,4989936000,5868308000,-878372000,11028717000,10721608000,10341121000,11650064000,,,,,,,,,,9.08
00957735,클리오,20250320001273,2024,OK,7,10283,265,13122977000,779000,13122198000,2063238000,300506000,,,653020000,622512000,,,,,,,,,,,,8.04
00958822,우리카드,20250318000048,2024,OK,7,9724,271,70851000000,74122000000,-3271000000,8837000000,2638000000,,,2102000000,1932000000,,8888000000,,,,,,,,,,
00962393,포인트모바일,20250321001997,2024,OK,7,14586,266,5381025655,5077954640,303071015,19325508,3204867,,,0,48884668,,,2323000,,,,,,,,,9.02
00964595,엔바이오니아,20250320000717,2024,OK,9,12593,276,2557542000,1094000,2556448000,482207000,59979000,26000,59953000,233682000,241844000,542186000,,44756000,,,,,,,,,8.42
00965062,코셋,20250314001680,2024,퇴직연금없음,,,,,,,,,,,,,,,,,,,,,,,,
00965318,이노시뮬레이션,20250320001070,2024,OK,11,12452,269,143258000,153412000,-10154000,69393000,12288000,4138000,8150000,712078000,-2747000,,,405092000,,,,,,,,,
00966168,디알젬,20250320000185,2024,OK,5,10226,262,179327000000,53708000000,125619000000,18526000000,,,,3298000000,,,,,,,,,,,,,7.71
00969642,에스이그린에너지,20250331003451,2024,퇴직연금없음,,,,,,,,,,,,,,,,,,,,,,,,
00970143,에스파워,20250331000225,2024,OK,12,13409,283,1651217000,1758899000,-107682000,157998000,59803000,74998000,-15195000,168245000,266369000,197801000,,39709000,,,3.79,,,3.0,,,7.02
00970268,사우스케이프,20250331003947,2024,OK,10,12938,264,3341890000,,3341890000,561374000,146419000,,146419000,705694000,-5553,,,,,,,,,,,,9.19
00971726,옵티팜,20250314001051,2024,OK,10,12701,272,3573361875,2450146783,1123215092,405954420,134846592,77634372,57212220,233276400,179239698,463166640,,,,,,,,,,,
00974927,NEW,20250319001098,2024,부분(0/7),3,5639,245,,,,,,,,,,29309000,,29309000,,,,,,,,,
00975290,에이스토리,20250320001255,2024,OK,5,13259,271,1220788842,1413496673,-192707831,334865594,46158224,65128247,-18970023,171478699,-188593092,385175411,,,,,,,,,,,
00977696,넥스쳐,20250320000135,2024,부분(0/7),3,8075,239,,,,,,,,,,,,,,,,,,,,,
00979074,SK인천석유화학,20250318001053,2024,OK,11,11942,282,74267685000,77634640000,-3366955000,5579694000,2731235000,3007343000,-276108000,4642176000,1568972000,5303586000,5365180000,,,,,,,,,,
00980043,비큐AI,20250321000642,2024,부분(0/7),4,9164,242,,,,,,,,,,,,391000000,,,,,,,,,
00980061,보령엘엔지터미널,20250331002447,2024,OK,10,12478,271,4482383000,4824894000,-342511000,635447000,151377000,,151377000,84095000,678687000,585525908,,,,,,,,,,,8.52
00980122,JB금융지주,20250319000926,2024,OK,7,10364,301,303101000000,372568000000,-69467000000,24495000000,14279000000,19012000000,-4733000000,14677000000,3377000000,19684000000,,9075000000,6.11,13.45,9.78,,,,6.11,13.45,9.78
00983271,NHN,20250331004208,2024,부분(3/7),9,12496,259,116287897000,26072239000,90215658000,,,,,14626678000,1156331000,,,,,,,,,,,,
00983934,아이스크림에듀,20250320000991,2024,OK,9,13035,280,6745298551,6593266695,152031856,1661609405,232267803,175791675,56476128,989523710,-506470315,1718085533,1415000000,,,,,,,,,,3.306
00985686,큐브엔터,20250319000765,2024,OK,7,14032,278,1679086000,7984330000,-6305244000,581487000,52018000,70593000,-18575000,596543000,310124000,562911000,,34231000,,,,,,,,,9.66
00986898,팜스빌,20250319000513,2024,OK,7,14274,274,1635371000,1644980000,-9609000,92277000,52582000,,52582000,13348000,22584000,150217000,,74836000,,,,,,,,,3.62
00988364,SGA솔루션즈,20250320001429,2024,부분(0/7),6,11003,242,,,,,,,,,,,,84407000,,,,,,,,,
00990165,아세아시멘트,20250320001240,2024,OK,3,10112,273,74401622000,73608794000,792828000,4598865000,3487165000,3334266000,152899000,7651301000,1921274000,,,,,,,,,,,,
00990396,레드우즈,20250321001825,2024,부분(3/7),6,11709,258,9273000,,9273000,14028000,70000,,70000,,-6538000,22872000,,,,,,,,,,,
00991225,더콘텐츠온,20250321000964,2024,퇴직연금없음,,,,,,,,,,,,,,,,,,,,,,,,
00992543,LK삼양,20250318001425,2024,OK,9,12354,280,8291236000,6721014000,1570222000,1032556000,290984000,258084000,32900000,341357000,126498000,1132967000,,78339000,,,,,,,,,6.93
00992808,디더블유미디어홀딩스,20250331003270,2024,OK,5,13126,276,34473519000,7020681000,27452838000,2902989000,1221249000,316211000,905038000,3295744000,-990318000,3894825707,,,,,,,,,,,
00992871,종근당,20250325000403,2024,OK,10,10909,274,51904212000,46047063000,5857149000,7621965000,1899804000,1748901000,150903000,6283728000,3575791000,,,,,,,,,,,,
00993931,동양파일,20250314001110,2024,퇴직연금없음,,,,,,,,,,,,,,,,,,,,,,,,
00997812,코미코,20250321000403,2024,OK,6,14023,291,32994399000,18573393000,14421006000,5561975000,1228825000,524753000,704072000,2854546000,-639075000,6790800000,,1682075000,,,,,,,6.4253,6.771,6.59815
01003040,케이사인,20250317000254,2024,부분(0/7),5,6005,239,,,,,,,,,,,,,,,,,,,,,
01004553,엘에스아이앤디,20250331000542,2024,OK,9,11558,291,235707000000,230428000000,5279000000,2364000000,10553000000,10010000000,543000000,17405000000,7076000000,,3228000000,7578000000,,,,,,,3.17,14.8,8.985
01008762,데브시스터즈,20250318001090,2024,OK,5,13631,275,14400849000,16371750000,-1970901000,3930248000,514350000,707952000,-193602000,2969236000,527978000,3736645256,,,,,,,,,,,
01010110,더블유게임즈,20250318001413,2024,부분(4/7),6,13304,270,16386212156,18391443508,-2005231352,,,,,2103138008,,303077742,,271695486,,,,,,,9.96,10.28,10.12
01010642,지씨셀,20250317000984,2024,OK,7,11679,277,21647351000,20472245000,1175106000,4388672000,836768000,1067539000,-230771000,6038913000,2763810000,4157901000,,,,,,,,,,,
01011438,에이치엘사이언스,20250318000842,2024,부분(0/7),4,5008,245,,,,,,,,,,523890000,,523890000,,,,,,,,,
01011562,우성아이비,20250328001700,2024,퇴직연금없음,,,,,,,,,,,,,,,,,,,,,,,,
01011872,엔에스엠,20250312000945,2024,퇴직연금없음,,,,,,,,,,,,,,,,,,,,,,,,
01012066,HK이노엔,20250318000969,2024,OK,11,13682,281,78765846000,82268430000,-3502584000,8861342000,3140485000,3556989000,-416504000,7270748000,5239084000,8796009000,,,,,,,,,,,5.67
01013311,헥토이노베이션,20250319000909,2024,OK,8,13200,278,3923498000,4582528000,-659030000,908191000,138941000,156963000,-18022000,588696000,323120000,890169000,,2531242000,,,,,,,,,10.385
01014055,에스트래픽,20250410002177,2024,OK,12,14852,285,6114489000,7844365000,-1729876000,1056392000,193696000,270947000,-77251000,180223000,496594000,979141000,,579949000,,,3.93,,,2.73,,,7.367
01015160,PS일렉트로닉스,20250318000836,2024,부분(2/7),5,14342,254,3199447000,1531790000,1667657000,,,,,,,570082094,,,,,,,,,,,
01016479,오로스테크놀로지,20250312000665,2024,OK,7,14098,274,7546664958,3539159619,4007505339,1675267692,269052408,123033744,146018664,520222028,-183365351,1821286356,,,,,,,,,,,
01016983,글로텍,20250407003804,2024,퇴직연금없음,,,,,,,,,,,,,,,,,,,,,,,,
01018617,메디쎄이,20250314000783,2024,퇴직연금없음,,,,,,,,,,,,,,,,,,,,,,,,
01018802,엔솔바이오사이언스,20250318001058,2024,OK,10,14235,274,2608660000,538528000,2070132000,464142000,109108000,20068000,89040000,584180000,20696000,553182000,,,,,,,,,,,5.17
01020524,자이글,20250528000618,2024,부분(1/7),3,3368,250,,,,,1492432000,29595000,1462837000,,,,,,,,,,,,,,
01022902,애드바이오텍,20250321000414,2024,부분(4/7),6,11026,266,47005000,,47005000,73114000,3121000,,3121000,71669000,-29486000,76235000,,205502000,,,,,,,,,
01023318,센코,20250318000725,2024,OK,8,13823,267,3266485000,0,3266485000,572754000,93179000,0,93179000,503147000,52511000,,,,,,,,,,,,9.5
01025644,강스템바이오텍,20250318000827,2024,OK,8,14162,263,0,0,0,135041000,15342000,2204000,13138000,512160000,-268558000,,,703503000,,,,,,,,,
01028164,광주은행,20250319000709,2024,OK,6,13745,278,163317000000,209288000000,-45971000000,13295000000,7935000000,10651000000,-2716000000,8494000000,-3624000000,,,,,,,,,,,,8.4
01032404,콜마비앤에이치,20250317000890,2024,OK,6,9423,275,27070305000,26858369000,211936000,5060903000,773779000,799126000,-25347000,2733888000,2710963000,5095362000,,,,,,,,,,,
01032413,해성디에스,20250314001664,2024,OK,12,13138,309,52150766000,59221219000,-7070453000,8063622000,2196577000,2779955000,-583378000,4930562000,3132332000,7480244000,,2163486000,5.0,6.09,5.545,3.0,4.39,3.695,7.8,13.4,10.6
01032583,강동씨앤엘,20250319000398,2024,OK,10,14285,272,795055000,902436000,-107381000,117226000,41069000,38466000,2603000,181334000,-280274000,129982000,,12671000,,,,,,,,,
01035289,스타에스엠리츠,20250321001672,2024,퇴직연금없음,,,,,,,,,,,,,,,,,,,,,,,,
01035678,링크드,20250320001337,2024,부분(0/7),4,8729,487,,,,,,,,,,,,,,,,,,,,,
01036446,서연이화,20250331003613,2024,OK,4,11130,274,81178445569,73884286601,7294158968,6142780860,2327603040,2908920840,-581317800,4020685972,7256099845,,,,,,,,,,,,
01037214,킵스파마,20250320001711,2024,OK,6,12492,286,2557630000,2132858000,424772000,522490000,57283000,55823000,1460000,319128000,-29315000,555796000,597956000,290027000,,,,,,,7.28,9.61,8.445
01037542,NPX,20250319000827,2024,부분(3/7),4,10895,255,1528519173,1327322685,201196488,,,,,,359138,,,,,,,,,,,,8.7
01041828,JTC,20240530000304,2024,부분(0/7),3,9052,243,,,,,,,,,-222683403,,0,,,,,,,,,,
01042085,엑셈,20250321000773,2024,부분(4/7),5,7516,260,426205000,,426205000,84373000,12931000,,12931000,117342000,132254000,,,,,,,,,,,,
01042711,글로벌텍스프리,20250321001335,2024,퇴직연금없음,,,,,,,,,,,,,,,,,,,,,,,,
01042979,휴마시스,20250314001139,2024,OK,6,8736,279,2644318995,2644318995,0,631148166,104230905,129924364,-25693459,1192338008,99749535,620053359,,,,,,,,,6.04,8.55,7.295
01043844,에스케이어드밴스드,20250331003027,2024,OK,16,13670,285,6052746000,7761165000,-1708419000,925827000,370338000,432096000,-61758000,290347000,-1312268000,864069000,753013000,,,,4.82,,,3.0,,,12.39
01046203,스튜디오산타클로스,20250320001415,2024,퇴직연금없음,,,,,,,,,,,,,,,,,,,,,,,,
01047451,셀바스헬스케어,20250320000144,2024,부분(0/7),4,5255,242,,,,,,,,,,,,519672000,,,,,,,,,
01047707,포톤,20250318001308,2024,퇴직연금없음,,,,,,,,,,,,,,,,,,,,,,,,
01049167,롤링스톤,20250515002171,2024,OK,5,6586,278,1536450000,0,1536450000,1194229000,94315000,0,94315000,1982356000,45100000,,,,,,,,,,8.7552,10.4574,9.6063
01049422,썸에이지,20250514001032,2024,부분(2/7),5,4686,251,497449000,,497449000,,,,,,,,,664000000,,,,,,,,,5.95
01050738,솔트룩스,20250319000507,2024,OK,7,12036,273,4324447096,4504810532,-180363436,2169830504,103967480,199098747,-95131267,1845270742,-473006324,,,,,,,,,,,,6.1
01051065,엔비티,20250321001295,2024,부분(0/7),3,5504,242,,,,,,,,,,,,715821000,,,,,,,,,
01051472,젠큐릭스,20250319000156,2024,퇴직연금없음,,,,,,,,,,,,,,,,,,,,,,,,
01054123,엠텍비젼,20250331004330,2024,퇴직연금없음,,,,,,,,,,,,,,,,,,,,,,,,
01058101,라파스,20250318001447,2024,부분(0/7),4,6000,242,,,,,,,,,,,,656051000,,,,,,,,,
01059605,디와이파워,20250312001039,2024,OK,9,14558,274,25058632000,27006262000,-1947630000,2152439000,1024737000,1143325000,-118588000,1899884000,-1043859000,,,,,,,,,,,,
01060744,한솔제지,20250314001432,2024,OK,8,14370,287,113230000000,105058000000,8172000000,10705000000,4133000000,3682000000,451000000,5809000000,-2003000000,11324000000,,,,,,,,,3.65,5.99,4.82
01060814,삼양패키징,20250318001393,2024,OK,9,12658,284,25011248000,26671131000,-1659883000,3116202000,1260085000,1327940000,-67855000,5629626000,-822190000,3048347000,2500000000,,,,,,,,,,4.75
01061327,클래시스,20250321001623,2024,부분(0/7),6,15928,239,,,,,,,,,,,,,,,,,,,,,
01061497,FSN,20250321001963,2024,OK,7,14895,275,10959853000,7375018000,3584835000,2279111000,386665000,331930000,54735000,1209017000,973207000,2333846000,,,,,,,,,,,
01062867,디알텍,20250321001535,2024,OK,8,13425,287,9555385000,5600084000,3955301000,1702955000,317958000,136702000,181256000,888737000,540567000,1884212000,1853000000,,,,,,,,6.04,10.08,8.06
